Scheme Code,Scheme Name,NAV Date,NAV,Repurchase Price,Sale Price,AMC Code,Category,Sub Category
119551,Axis Bluechip Fund - Direct Growth,17-Jan-2022,140.8157,140.6045,140.8157,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Jan-2022,141.403,141.1909,141.403,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Jan-2022,139.9188,139.7089,139.9188,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Jan-2022,137.6035,137.3971,137.6035,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Jan-2022,140.0787,139.8686,140.0787,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Jan-2022,139.7552,139.5456,139.7552,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Jan-2022,139.9244,139.7145,139.9244,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Jan-2022,137.5881,137.3817,137.5881,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Jan-2022,136.7443,136.5392,136.7443,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Jan-2022,136.981,136.7755,136.981,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Jan-2022,135.1438,134.9411,135.1438,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Jan-2022,135.8071,135.6034,135.8071,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Jan-2022,134.8826,134.6803,134.8826,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Jan-2022,134.4644,134.2627,134.4644,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Jan-2022,133.5473,133.347,133.5473,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Feb-2022,136.5691,136.3642,136.5691,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Feb-2022,136.6016,136.3967,136.6016,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Feb-2022,134.9224,134.72,134.9224,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Feb-2022,136.3081,136.1036,136.3081,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Feb-2022,134.3657,134.1642,134.3657,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Feb-2022,134.7562,134.5541,134.7562,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Feb-2022,131.6412,131.4437,131.6412,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Feb-2022,129.5957,129.4013,129.5957,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Feb-2022,129.9537,129.7588,129.9537,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Feb-2022,131.1573,130.9606,131.1573,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Feb-2022,131.4795,131.2823,131.4795,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Feb-2022,131.3496,131.1526,131.3496,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Feb-2022,130.9275,130.7311,130.9275,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Feb-2022,128.6569,128.4639,128.6569,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Feb-2022,127.597,127.4056,127.597,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Feb-2022,126.9427,126.7523,126.9427,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Feb-2022,128.6038,128.4109,128.6038,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Feb-2022,129.1855,128.9917,129.1855,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Feb-2022,126.5041,126.3143,126.5041,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Feb-2022,127.0467,126.8561,127.0467,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Feb-2022,126.5104,126.3206,126.5104,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Feb-2022,125.5334,125.3451,125.5334,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Feb-2022,126.505,126.3152,126.505,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Feb-2022,128.1207,127.9285,128.1207,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Feb-2022,129.6037,129.4093,129.6037,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Feb-2022,128.3504,128.1579,128.3504,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Feb-2022,127.9255,127.7336,127.9255,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Feb-2022,128.4852,128.2925,128.4852,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Mar-2022,130.0407,129.8456,130.0407,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Mar-2022,129.345,129.151,129.345,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Mar-2022,129.1086,128.9149,129.1086,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Mar-2022,127.4462,127.255,127.4462,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Mar-2022,125.6678,125.4793,125.6678,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Mar-2022,126.9434,126.753,126.9434,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Mar-2022,129.0602,128.8666,129.0602,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Mar-2022,129.0003,128.8068,129.0003,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Mar-2022,130.6054,130.4095,130.6054,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Mar-2022,131.2244,131.0276,131.2244,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Mar-2022,130.261,130.0656,130.261,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Mar-2022,130.878,130.6817,130.878,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Mar-2022,133.3459,133.1459,133.3459,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Mar-2022,133.3419,133.1419,133.3419,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Mar-2022,135.8988,135.695,135.8988,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Mar-2022,131.6809,131.4834,131.6809,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Mar-2022,133.0323,132.8328,133.0323,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Mar-2022,133.2245,133.0247,133.2245,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Mar-2022,132.7998,132.6006,132.7998,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Mar-2022,132.9991,132.7996,132.9991,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Mar-2022,129.8802,129.6854,129.8802,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Mar-2022,129.5898,129.3954,129.5898,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Mar-2022,130.197,130.0017,130.197,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Mar-2022,132.5581,132.3593,132.5581,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Mar-2022,131.7867,131.589,131.7867,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Mar-2022,130.5608,130.365,130.5608,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Mar-2022,129.8269,129.6322,129.8269,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Mar-2022,131.305,131.108,131.305,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Mar-2022,131.8755,131.6777,131.8755,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Mar-2022,131.0899,130.8933,131.0899,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Mar-2022,131.9497,131.7518,131.9497,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Apr-2022,132.1562,131.958,132.1562,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Apr-2022,133.7452,133.5446,133.7452,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Apr-2022,132.6719,132.4729,132.6719,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Apr-2022,132.2033,132.005,132.2033,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Apr-2022,131.6341,131.4366,131.6341,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Apr-2022,129.375,129.1809,129.375,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,BAD_DATE,129.8865,129.6917,129.8865,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Apr-2022,130.3453,130.1498,130.3453,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Apr-2022,130.4054,130.2098,130.4054,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Apr-2022,130.0905,129.8954,130.0905,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Apr-2022,127.933,127.7411,127.933,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Apr-2022,127.3384,127.1474,127.3384,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Apr-2022,126.8656,126.6753,126.8656,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Apr-2022,125.695,125.5065,125.695,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Apr-2022,125.502,125.3137,125.502,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Apr-2022,126.1607,125.9715,126.1607,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Apr-2022,129.0667,128.8731,129.0667,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Apr-2022,129.3887,129.1946,129.3887,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Apr-2022,129.8403,129.6455,129.8403,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Apr-2022,129.7762,129.5815,129.7762,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Apr-2022,126.84,126.6497,126.84,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Apr-2022,126.8504,126.6601,126.8504,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Apr-2022,126.9928,126.8023,126.9928,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Apr-2022,130.7974,130.6012,130.7974,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Apr-2022,130.5478,130.352,130.5478,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Apr-2022,131.0724,130.8758,131.0724,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Apr-2022,131.0702,130.8736,131.0702,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Apr-2022,129.2845,129.0906,129.2845,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Apr-2022,131.1092,130.9125,131.1092,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Apr-2022,132.3447,132.1462,132.3447,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-May-2022,133.6539,133.4534,133.6539,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-May-2022,132.2488,132.0504,132.2488,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-May-2022,134.5279,134.3261,134.5279,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-May-2022,132.3187,132.1202,132.3187,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-May-2022,133.3035,133.1035,133.3035,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-May-2022,136.8608,136.6555,136.8608,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-May-2022,135.2888,135.0859,135.2888,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-May-2022,134.4236,134.222,134.4236,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-May-2022,134.6381,134.4361,134.6381,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-May-2022,133.8785,133.6777,133.8785,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-May-2022,131.4408,131.2436,131.4408,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-May-2022,131.6015,131.4041,131.6015,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-May-2022,129.9765,129.7815,129.9765,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-May-2022,130.7672,130.571,130.7672,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-May-2022,129.3767,129.1826,129.3767,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-May-2022,131.8348,131.637,131.8348,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-May-2022,130.6484,130.4524,130.6484,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-May-2022,130.1957,130.0004,130.1957,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-May-2022,131.5188,131.3215,131.5188,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-May-2022,129.6288,129.4344,129.6288,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-May-2022,130.0345,129.8394,130.0345,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-May-2022,132.1262,131.928,132.1262,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-May-2022,129.6304,129.436,129.6304,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-May-2022,129.9695,129.7745,129.9695,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-May-2022,130.4268,130.2312,130.4268,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-May-2022,131.7026,131.505,131.7026,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-May-2022,129.8004,129.6057,129.8004,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-May-2022,127.7956,127.6039,127.7956,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-May-2022,128.6471,128.4541,128.6471,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-May-2022,129.157,128.9633,129.157,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-May-2022,129.5969,129.4025,129.5969,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Jun-2022,130.1875,129.9922,130.1875,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Jun-2022,129.1772,128.9834,129.1772,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Jun-2022,129.5889,129.3945,129.5889,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Jun-2022,130.0965,129.9014,130.0965,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Jun-2022,129.0333,128.8398,129.0333,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Jun-2022,131.9739,131.7759,131.9739,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Jun-2022,132.7771,132.5779,132.7771,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Jun-2022,130.9321,130.7357,130.9321,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Jun-2022,132.016,131.818,132.016,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Jun-2022,130.5247,130.3289,130.5247,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Jun-2022,131.8097,131.612,131.8097,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Jun-2022,133.695,133.4945,133.695,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Jun-2022,132.4318,132.2332,132.4318,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Jun-2022,134.0158,133.8148,134.0158,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Jun-2022,134.7332,134.5311,134.7332,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Jun-2022,136.1162,135.912,136.1162,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Jun-2022,139.2689,139.06,139.2689,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Jun-2022,138.9145,138.7061,138.9145,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Jun-2022,137.7136,137.507,137.7136,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Jun-2022,136.2987,136.0943,136.2987,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Jun-2022,135.0189,134.8164,135.0189,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Jun-2022,134.948,134.7456,134.948,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Jun-2022,135.5544,135.3511,135.5544,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Jun-2022,136.0587,135.8546,136.0587,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Jun-2022,137.4637,137.2575,137.4637,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Jun-2022,137.5401,137.3338,137.5401,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Jun-2022,139.9941,139.7841,139.9941,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Jun-2022,139.6055,139.3961,139.6055,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Jun-2022,144.2183,144.002,144.2183,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Jun-2022,145.3588,145.1408,145.3588,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Jul-2022,143.9218,143.7059,143.9218,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Jul-2022,142.1299,141.9167,142.1299,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Jul-2022,143.0096,142.7951,143.0096,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Jul-2022,142.6833,142.4693,142.6833,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Jul-2022,143.9629,143.747,143.9629,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Jul-2022,144.838,144.6207,144.838,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Jul-2022,144.7694,144.5522,144.7694,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Jul-2022,143.3562,143.1412,143.3562,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Jul-2022,140.8076,140.5964,140.8076,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Jul-2022,140.1095,139.8993,140.1095,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Jul-2022,141.6054,141.393,141.6054,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Jul-2022,142.0258,141.8128,142.0258,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Jul-2022,139.9595,139.7496,139.9595,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Jul-2022,140.3063,140.0958,140.3063,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Jul-2022,141.0112,140.7997,141.0112,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Jul-2022,139.572,139.3626,139.572,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Jul-2022,139.8853,139.6755,139.8853,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Jul-2022,140.039,139.8289,140.039,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Jul-2022,138.1743,137.967,138.1743,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Jul-2022,138.8228,138.6146,138.8228,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Jul-2022,139.8125,139.6028,139.8125,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Jul-2022,141.6855,141.473,141.6855,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Jul-2022,143.5339,143.3186,143.5339,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Jul-2022,141.2184,141.0066,141.2184,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Jul-2022,139.6856,139.4761,139.6856,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Jul-2022,140.6048,140.3939,140.6048,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Jul-2022,141.5279,141.3156,141.5279,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Jul-2022,142.4592,142.2455,142.4592,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Jul-2022,149.1025,148.8788,149.1025,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Jul-2022,150.1836,149.9583,150.1836,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Jul-2022,152.2902,152.0618,152.2902,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Aug-2022,154.0945,153.8634,154.0945,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Aug-2022,155.3606,155.1276,155.3606,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Aug-2022,154.835,154.6027,154.835,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Aug-2022,156.3071,156.0726,156.3071,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Aug-2022,154.92,154.6876,154.92,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Aug-2022,154.5417,154.3099,154.5417,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Aug-2022,153.7034,153.4728,153.7034,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Aug-2022,153.9159,153.685,153.9159,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Aug-2022,158.2526,158.0152,158.2526,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Aug-2022,154.7699,154.5377,154.7699,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Aug-2022,156.1064,155.8722,156.1064,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Aug-2022,153.1478,152.9181,153.1478,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Aug-2022,152.3418,152.1133,152.3418,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Aug-2022,154.3934,154.1618,154.3934,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Aug-2022,154.5743,154.3424,154.5743,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Aug-2022,152.637,152.408,152.637,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Aug-2022,151.3879,151.1608,151.3879,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Aug-2022,152.683,152.454,152.683,AXIS,Equity,Large Cap
