scheme_code,scheme_name,nav_date,nav,repurchase_price,sale_price,amc_code,category,sub_category
119551,Axis Bluechip Fund - Direct Growth,2022-06-02,129.1772,128.9834,129.1772,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-03,129.5889,129.3945,129.5889,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-06,131.9739,131.7759,131.9739,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-07,132.7771,132.5779,132.7771,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-08,130.9321,130.7357,130.9321,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-09,132.016,131.818,132.016,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-10,130.5247,130.3289,130.5247,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-13,132.4318,132.2332,132.4318,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-14,134.0158,133.8148,134.0158,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-15,134.7332,134.5311,134.7332,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-16,136.1162,135.912,136.1162,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-17,139.2689,139.06,139.2689,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-20,136.2987,136.0943,136.2987,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-21,135.0189,134.8164,135.0189,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-22,134.948,134.7456,134.948,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-23,135.5544,135.3511,135.5544,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-24,136.0587,135.8546,136.0587,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-27,139.9941,139.7841,139.9941,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-28,139.6055,139.3961,139.6055,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-29,144.2183,144.002,144.2183,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-06-30,145.3588,145.1408,145.3588,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-01,143.9218,143.7059,143.9218,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-04,142.6833,142.4693,142.6833,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-05,143.9629,143.747,143.9629,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-06,144.838,144.6207,144.838,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-07,144.7694,144.5522,144.7694,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-08,143.3562,143.1412,143.3562,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-11,141.6054,141.393,141.6054,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-12,142.0258,141.8128,142.0258,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-13,139.9595,139.7496,139.9595,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-14,140.3063,140.0958,140.3063,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-15,141.0112,140.7997,141.0112,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-18,140.039,139.8289,140.039,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-19,138.1743,137.967,138.1743,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-20,138.8228,138.6146,138.8228,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-21,139.8125,139.6028,139.8125,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-22,141.6855,141.473,141.6855,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-25,139.6856,139.4761,139.6856,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-26,140.6048,140.3939,140.6048,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-27,141.5279,141.3156,141.5279,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-28,142.4592,142.2455,142.4592,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-07-29,149.1025,148.8788,149.1025,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-01,154.0945,153.8634,154.0945,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-02,155.3606,155.1276,155.3606,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-03,154.835,154.6027,154.835,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-04,156.3071,156.0726,156.3071,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-05,154.92,154.6876,154.92,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-08,153.9159,153.685,153.9159,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-09,158.2526,158.0152,158.2526,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-10,154.7699,154.5377,154.7699,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-11,156.1064,155.8722,156.1064,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-12,153.1478,152.9181,153.1478,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-15,154.5743,154.3424,154.5743,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-16,152.637,152.408,152.637,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-17,151.3879,151.1608,151.3879,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-18,152.683,152.454,152.683,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-19,151.4059,151.1788,151.4059,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-22,150.8758,150.6495,150.8758,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-23,154.8178,154.5856,154.8178,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-24,156.0574,155.8233,156.0574,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-25,152.3274,152.0989,152.3274,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-26,152.7292,152.5001,152.7292,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-29,151.7929,151.5652,151.7929,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-30,151.6446,151.4171,151.6446,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-08-31,152.6242,152.3953,152.6242,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-01,154.2709,154.0395,154.2709,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-02,152.1106,151.8824,152.1106,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-05,149.6361,149.4116,149.6361,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-06,152.8661,152.6368,152.8661,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-07,153.6701,153.4396,153.6701,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-08,151.4064,151.1793,151.4064,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-09,153.1346,152.9049,153.1346,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-12,156.2676,156.0332,156.2676,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-13,155.4221,155.189,155.4221,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-14,157.8471,157.6103,157.8471,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-15,156.5698,156.3349,156.5698,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-16,157.4663,157.2301,157.4663,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-19,157.2387,157.0028,157.2387,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-20,151.1858,150.959,151.1858,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-21,149.3878,149.1637,149.3878,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-22,148.9948,148.7713,148.9948,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-23,146.8234,146.6032,146.8234,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-26,146.5294,146.3096,146.5294,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-27,146.8179,146.5977,146.8179,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-28,149.4159,149.1918,149.4159,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-29,146.9012,146.6808,146.9012,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-09-30,149.0104,148.7869,149.0104,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-03,148.2683,148.0459,148.2683,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-04,148.6818,148.4588,148.6818,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-05,147.6704,147.4489,147.6704,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-06,147.8532,147.6314,147.8532,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-07,147.2287,147.0079,147.2287,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-10,151.6089,151.3815,151.6089,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-11,149.4176,149.1935,149.4176,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-12,153.3019,153.0719,153.3019,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-13,149.7721,149.5474,149.7721,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-14,149.5592,149.3349,149.5592,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-17,150.1735,149.9482,150.1735,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-18,149.8585,149.6337,149.8585,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-19,149.0319,148.8084,149.0319,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-20,148.0375,147.8154,148.0375,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-21,149.606,149.3816,149.606,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-24,150.7865,150.5603,150.7865,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-25,151.4029,151.1758,151.4029,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-26,152.9403,152.7109,152.9403,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-27,154.157,153.9258,154.157,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-28,152.6851,152.4561,152.6851,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-10-31,154.3239,154.0924,154.3239,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-01,154.3469,154.1154,154.3469,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-02,154.6259,154.394,154.6259,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-03,157.0585,156.8229,157.0585,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-04,156.0064,155.7724,156.0064,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-07,156.4279,156.1933,156.4279,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-08,158.553,158.3152,158.553,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-09,160.1869,159.9466,160.1869,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-10,161.8147,161.572,161.8147,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-11,164.4144,164.1678,164.4144,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-14,165.3824,165.1343,165.3824,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-15,166.0919,165.8428,166.0919,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-16,165.8989,165.6501,165.8989,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-17,166.1584,165.9092,166.1584,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-18,167.4115,167.1604,167.4115,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-21,168.0799,167.8278,168.0799,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-22,165.6982,165.4497,165.6982,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-23,168.0672,167.8151,168.0672,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-24,169.7311,169.4765,169.7311,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-25,171.0702,170.8136,171.0702,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-28,170.6841,170.4281,170.6841,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-29,170.9076,170.6512,170.9076,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2022-11-30,169.5872,169.3328,169.5872,AXIS,Equity,Large Cap
