Date,Close,High,Low,Open,Volume
2022-08-05,17655.5,17747.400390625,17625.349609375,17699.349609375,10797000.0
2022-08-06,17655.5,17747.400390625,17625.349609375,17699.349609375,10797000.0
2022-08-07,17655.5,17747.400390625,17625.349609375,17699.349609375,10797000.0
2022-08-08,17784.80078125,17799.900390625,17621.150390625,17664.19921875,6014000.0
2022-08-09,17784.80078125,17799.900390625,17621.150390625,17664.19921875,6014000.0
2022-08-10,17784.900390625,17829.44921875,17695.80078125,17829.44921875,7221800.0
2022-08-11,17913.94921875,17962.349609375,17883.099609375,17955.900390625,6411900.0
2022-08-12,17956.80078125,17982.900390625,17857.75,17916.650390625,8538000.0
2022-08-13,17956.80078125,17982.900390625,17857.75,17916.650390625,8538000.0
2022-08-14,17956.80078125,17982.900390625,17857.75,17916.650390625,8538000.0
2022-08-15,17956.80078125,17982.900390625,17857.75,17916.650390625,8538000.0
2022-08-16,18107.25,18118.44921875,18028.099609375,18056.25,0.0
2022-08-17,18235.55078125,18258.150390625,18125.849609375,18154.19921875,7709600.0
2022-08-18,18264.400390625,18277.099609375,18156.30078125,18195.650390625,7717700.0
2022-08-19,18071.099609375,18304.69921875,18026.599609375,18281.599609375,8159000.0
2022-08-20,18071.099609375,18304.69921875,18026.599609375,18281.599609375,8159000.0
2022-08-21,18071.099609375,18304.69921875,18026.599609375,18281.599609375,8159000.0
2022-08-22,17792.44921875,18007.099609375,17767.25,18001.30078125,7035400.0
2022-08-23,17878.400390625,17926.94921875,17644.599609375,17654.5,6893300.0
2022-08-24,17917.30078125,17933.099609375,17790.900390625,17832.849609375,5700300.0
2022-08-25,17847.650390625,18044.849609375,17813.80078125,17992.80078125,5921900.0
2022-08-26,17893.80078125,18017.44921875,17855.94921875,17949.099609375,5856800.0
2022-08-27,17893.80078125,18017.44921875,17855.94921875,17949.099609375,5856800.0
2022-08-28,17893.80078125,18017.44921875,17855.94921875,17949.099609375,5856800.0
2022-08-29,17666.44921875,17730.099609375,17486.849609375,17499.75,5228300.0
2022-08-30,18112.400390625,18131.30078125,17766.849609375,17776.75,6883700.0
2022-08-31,18112.400390625,18131.30078125,17766.849609375,17776.75,6883700.0
2022-09-01,17924.30078125,18063.900390625,17850.150390625,17858.44921875,7096900.0
2022-09-02,17916.0,18029.400390625,17871.19921875,17989.5,5657700.0
2022-09-03,17916.0,18029.400390625,17871.19921875,17989.5,5657700.0
2022-09-04,17916.0,18029.400390625,17871.19921875,17989.5,5657700.0
2022-09-05,18021.650390625,18041.650390625,17922.94921875,17928.80078125,4759400.0
2022-09-06,18031.30078125,18125.05078125,17955.25,18061.900390625,6336300.0
2022-09-07,18008.099609375,18036.75,17874.650390625,17906.650390625,6291200.0
2022-09-08,18168.849609375,18178.19921875,18067.849609375,18135.849609375,6403300.0
2022-09-09,18198.099609375,18298.900390625,18148.5,18298.900390625,6253900.0
2022-09-10,18198.099609375,18298.900390625,18148.5,18298.900390625,6253900.0
2022-09-11,18198.099609375,18298.900390625,18148.5,18298.900390625,6253900.0
2022-09-12,18319.80078125,18352.80078125,18255.55078125,18257.849609375,4986700.0
2022-09-13,18453.69921875,18471.05078125,18393.44921875,18429.05078125,6774800.0
2022-09-14,18405.599609375,18486.94921875,18147.599609375,18147.599609375,8179600.0
2022-09-15,18316.900390625,18505.19921875,18282.75,18459.900390625,6727500.0
2022-09-16,17938.099609375,18259.099609375,17898.30078125,18239.150390625,10463300.0
2022-09-17,17938.099609375,18259.099609375,17898.30078125,18239.150390625,10463300.0
2022-09-18,17938.099609375,18259.099609375,17898.30078125,18239.150390625,10463300.0
2022-09-19,18025.25,18080.650390625,17828.75,17958.30078125,6334600.0
2022-09-20,18222.099609375,18329.0,18161.349609375,18180.900390625,5992100.0
2022-09-21,18091.900390625,18255.44921875,18041.150390625,18180.55078125,5441200.0
2022-09-22,18030.400390625,18111.44921875,17914.150390625,17988.5,5713100.0
2022-09-23,17718.44921875,18050.099609375,17686.05078125,18004.94921875,6831400.0
2022-09-24,17718.44921875,18050.099609375,17686.05078125,18004.94921875,6831400.0
2022-09-25,17718.44921875,18050.099609375,17686.05078125,18004.94921875,6831400.0
2022-09-26,17374.80078125,17576.400390625,17329.30078125,17549.0,8318700.0
2022-09-27,17366.400390625,17544.150390625,17290.849609375,17469.900390625,6513500.0
2022-09-28,17219.55078125,17401.400390625,17179.25,17229.0,6215300.0
2022-09-29,17167.75,17403.55078125,17139.25,17361.849609375,7470600.0
2022-09-30,17438.599609375,17518.099609375,17080.650390625,17146.94921875,7249400.0
2022-10-01,17438.599609375,17518.099609375,17080.650390625,17146.94921875,7249400.0
2022-10-02,17438.599609375,17518.099609375,17080.650390625,17146.94921875,7249400.0
2022-10-03,17190.900390625,17469.900390625,17137.30078125,17448.69921875,5310300.0
2022-10-04,17589.30078125,17602.05078125,17444.400390625,17470.75,4709500.0
2022-10-05,17589.30078125,17602.05078125,17444.400390625,17470.75,4709500.0
2022-10-06,17662.80078125,17750.599609375,17647.400390625,17700.849609375,5130000.0
2022-10-07,17641.44921875,17660.150390625,17532.900390625,17624.599609375,5416900.0
2022-10-08,17641.44921875,17660.150390625,17532.900390625,17624.599609375,5416900.0
2022-10-09,17641.44921875,17660.150390625,17532.900390625,17624.599609375,5416900.0
2022-10-10,17553.150390625,17596.150390625,17380.599609375,17419.19921875,4502900.0
2022-10-11,17285.849609375,17585.75,17251.150390625,17582.19921875,4946900.0
2022-10-12,17423.400390625,17440.44921875,17249.900390625,17330.80078125,4519900.0
2022-10-13,17302.150390625,17417.150390625,17247.400390625,17393.0,4463500.0
2022-10-14,17432.55078125,17620.849609375,17418.55078125,17612.849609375,4191100.0
2022-10-15,17432.55078125,17620.849609375,17418.55078125,17612.849609375,4191100.0
2022-10-16,17432.55078125,17620.849609375,17418.55078125,17612.849609375,4191100.0
2022-10-17,17560.5,17580.25,17335.5,17395.19921875,3962800.0
2022-10-18,17741.19921875,17774.0,17681.849609375,17685.150390625,5266900.0
2022-10-19,17756.25,17862.05078125,17721.25,17822.650390625,4057100.0
2022-10-20,17829.44921875,17850.80078125,17665.900390625,17670.599609375,4778400.0
2022-10-21,17808.80078125,17915.25,17751.25,17887.94921875,5003500.0
2022-10-22,17808.80078125,17915.25,17751.25,17887.94921875,5003500.0
2022-10-23,17808.80078125,17915.25,17751.25,17887.94921875,5003500.0
2022-10-24,17951.30078125,18008.5,17926.94921875,17973.75,799600.0
2022-10-25,17887.400390625,18027.30078125,17871.0,18023.900390625,4959400.0
2022-10-26,17887.400390625,18027.30078125,17871.0,18023.900390625,4959400.0
2022-10-27,17989.0,18027.94921875,17899.650390625,18002.05078125,5776500.0
2022-10-28,18017.19921875,18065.05078125,17950.099609375,18011.30078125,4682000.0
2022-10-29,18017.19921875,18065.05078125,17950.099609375,18011.30078125,4682000.0
2022-10-30,18017.19921875,18065.05078125,17950.099609375,18011.30078125,4682000.0
2022-10-31,18243.400390625,18256.650390625,18125.099609375,18133.75,4819400.0
2022-11-01,18383.19921875,18397.55078125,18290.349609375,18354.900390625,5764400.0
2022-11-02,18322.400390625,18413.900390625,18287.349609375,18413.0,4681600.0
2022-11-03,18297.400390625,18344.05078125,18198.0,18206.900390625,4025000.0
2022-11-04,18361.44921875,18377.25,18254.650390625,18301.94921875,4944100.0
2022-11-05,18361.44921875,18377.25,18254.650390625,18301.94921875,4944100.0
2022-11-06,18361.44921875,18377.25,18254.650390625,18301.94921875,4944100.0
2022-11-07,18450.150390625,18496.94921875,18309.400390625,18456.44921875,6857500.0
2022-11-08,18450.150390625,18496.94921875,18309.400390625,18456.44921875,6857500.0
2022-11-09,18406.25,18538.05078125,18363.849609375,18534.650390625,6239000.0
2022-11-10,18267.099609375,18356.25,18202.150390625,18302.349609375,5316500.0
2022-11-11,18573.349609375,18586.150390625,18498.900390625,18505.94921875,10059200.0
2022-11-12,18573.349609375,18586.150390625,18498.900390625,18505.94921875,10059200.0
2022-11-13,18573.349609375,18586.150390625,18498.900390625,18505.94921875,10059200.0
2022-11-14,18568.400390625,18626.150390625,18547.05078125,18603.94921875,6683700.0
2022-11-15,18635.400390625,18656.55078125,18516.80078125,18603.650390625,4796000.0
2022-11-16,18615.5,18657.5,18546.94921875,18632.69921875,4859100.0
2022-11-17,18532.44921875,18618.900390625,18501.150390625,18569.599609375,4945200.0
2022-11-18,18483.19921875,18587.849609375,18385.44921875,18575.75,4610900.0
2022-11-19,18483.19921875,18587.849609375,18385.44921875,18575.75,4610900.0
2022-11-20,18483.19921875,18587.849609375,18385.44921875,18575.75,4610900.0
2022-11-21,18334.650390625,18439.650390625,18305.75,18426.099609375,4374600.0
2022-11-22,18407.5,18421.849609375,18307.849609375,18353.19921875,4207100.0
2022-11-23,18433.80078125,18487.400390625,18411.099609375,18487.25,4287700.0
2022-11-24,18627.25,18665.94921875,18462.94921875,18492.30078125,4756000.0
2022-11-25,18652.05078125,18677.099609375,18583.849609375,18673.80078125,4599100.0
2022-11-26,18652.05078125,18677.099609375,18583.849609375,18673.80078125,4599100.0
2022-11-27,18652.05078125,18677.099609375,18583.849609375,18673.80078125,4599100.0
2022-11-28,18696.75,18751.0,18521.599609375,18582.55078125,4493700.0
2022-11-29,18758.349609375,18815.900390625,18689.599609375,18691.55078125,4185500.0
2022-11-30,18919.55078125,18980.75,18762.599609375,18771.349609375,11353300.0
2022-12-01,18973.05078125,19039.400390625,18939.599609375,19034.19921875,6230000.0
2022-12-02,18870.25,18948.150390625,18812.599609375,18925.849609375,5438000.0
2022-12-03,18870.25,18948.150390625,18812.599609375,18925.849609375,5438000.0
2022-12-04,18870.25,18948.150390625,18812.599609375,18925.849609375,5438000.0
2022-12-05,18867.650390625,18905.599609375,18755.5,18898.0,5463700.0
2022-12-06,18821.55078125,18832.599609375,18760.19921875,18777.599609375,4247700.0
2022-12-07,18754.0,18858.30078125,18721.849609375,18826.349609375,3932900.0
2022-12-08,18802.0,18820.349609375,18739.0,18770.80078125,4408000.0
2022-12-09,18687.650390625,18861.30078125,18594.69921875,18859.400390625,5196900.0
2022-12-10,18687.650390625,18861.30078125,18594.69921875,18859.400390625,5196900.0
2022-12-11,18687.650390625,18861.30078125,18594.69921875,18859.400390625,5196900.0
2022-12-12,18690.80078125,18711.19921875,18536.44921875,18605.19921875,3950100.0
2022-12-13,18781.650390625,18793.69921875,18688.94921875,18724.05078125,3580000.0
2022-12-14,18837.25,18872.650390625,18817.349609375,18842.849609375,4008800.0
2022-12-15,18604.44921875,18833.650390625,18576.0,18795.55078125,3765100.0
2022-12-16,18446.30078125,18624.650390625,18432.0,18512.150390625,5366500.0
