scheme_code,scheme_name,full_date,nav,daily_return
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-11,210.4257,-0.013193640378335925
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-12,211.3946,0.004604475593998236
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-13,209.3373,-0.009732036674541367
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-14,209.6785,0.0016299054205821673
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-15,208.5475,-0.005393972200297137
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-16,204.1734,-0.020974118606073122
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-17,198.7902,-0.026365824343425714
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-18,199.4105,0.0031203751492780984
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-19,198.1465,-0.0063386832689352746
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-20,196.9106,-0.006237304216829553
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-21,198.6336,0.008750163779908338
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-22,201.5101,0.014481437178805567
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-23,200.9317,-0.002870327591520172
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-24,200.1908,-0.0036873226076323817
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-25,201.4724,0.006401892594464886
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-26,198.2724,-0.015883068847147297
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-27,198.8827,0.0030780885287109427
118989,ICICI Prudential Technology Fund - Direct Growth,2022-02-28,200.2794,0.007022732495083783
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-01,201.9943,0.008562538134226472
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-02,197.3805,-0.022841238589405677
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-03,195.6561,-0.008736425330769793
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-04,193.6723,-0.01013921876189905
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-05,193.9819,0.0015985765646402417
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-06,195.1786,0.0061691322747121635
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-07,198.7622,0.018360619453157367
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-08,197.6611,-0.005539785733907121
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-09,196.56,-0.00557064591869616
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-10,199.3504,0.01419617419617425
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-11,200.1396,0.00395885837199228
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-12,203.2641,0.015611603101035598
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-13,204.0497,0.00386492253181947
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-14,201.298,-0.013485440066807297
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-15,198.1582,-0.01559777046965205
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-16,194.5481,-0.018218272067469288
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-17,196.1715,0.008344465970112402
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-18,199.048,0.014663190116811053
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-19,203.545,0.022592540492745394
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-20,205.6857,0.01051708467415069
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-21,208.6381,0.014353939043890707
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-22,207.2694,-0.006560163268358066
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-23,204.476,-0.013477146168223486
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-24,206.6436,0.010600755100843129
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-25,207.762,0.005412216976475426
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-26,208.113,0.0016894331013370678
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-27,209.1636,0.005048218996410725
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-28,210.0584,0.004277991007995752
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-29,213.3785,0.015805604536643036
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-30,216.7797,0.015939750256000362
118989,ICICI Prudential Technology Fund - Direct Growth,2022-03-31,218.2821,0.006930538237667205
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-01,220.5849,0.01054965111660544
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-02,222.0339,0.0065688993217576375
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-03,220.894,-0.0051339007241686385
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-04,222.9878,0.009478754515740428
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-05,219.3455,-0.016334077469709163
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-06,222.2072,0.013046540731403322
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-07,219.1109,-0.013934291958136447
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-08,219.95,0.0038295675842690002
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-09,217.8073,-0.009741759490793367
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-10,219.3408,0.007040627196609028
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-11,219.3392,-7.294584500439072e-06
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-12,215.2294,-0.018737188792518622
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-13,216.4021,0.0054486050697535315
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-14,214.9879,-0.006535056730040956
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-15,217.3471,0.010973640842112609
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-16,217.4375,0.0004159245741028883
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-17,218.5562,0.005144926703075647
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-18,216.1322,-0.011090968821749203
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-19,214.6902,-0.006671842511203785
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-20,213.5945,-0.005103633048923473
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-21,215.8758,0.01068051845904261
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-22,220.3074,0.020528470537225507
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-23,218.2669,-0.009262058378429416
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-24,221.1747,0.013322221555352787
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-25,215.5046,-0.025636295652260332
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-26,212.5026,-0.013930097083774573
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-27,210.1427,-0.011105275888389166
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-28,206.8161,-0.015830195386277945
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-29,202.9687,-0.01860300044338903
118989,ICICI Prudential Technology Fund - Direct Growth,2022-04-30,204.0558,0.0053559982401227835
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-01,203.6132,-0.002169014553862203
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-02,204.6217,0.004953018763027117
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-03,206.399,0.008685784547777686
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-04,207.1394,0.0035872266822998267
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-05,208.8572,0.008292965992949819
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-06,208.7665,-0.00043426800704016166
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-07,205.8764,-0.013843696186888299
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-08,208.5721,0.013093778597255579
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-09,207.1811,-0.006669156612989058
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-10,204.9379,-0.0108272424463427
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-11,204.5823,-0.0017351597727897072
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-12,202.4232,-0.010553698927033284
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-13,201.4902,-0.004609155472297788
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-14,202.4027,0.004528756237276221
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-15,203.3297,0.004579978429141374
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-16,201.2204,-0.010373791925134324
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-17,200.1233,-0.0054522304895527895
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-18,202.7833,0.013291805601846507
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-19,204.0724,0.006357032359173509
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-20,209.2356,0.025300824609305383
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-21,212.2824,0.01456157556362303
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-22,215.2823,0.014131647277400239
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-23,211.783,-0.016254471454457686
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-24,213.809,0.009566395791919202
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-25,213.7583,-0.00023712752971116746
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-26,212.4305,-0.0062116886221493806
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-27,212.9438,0.002416319690440094
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-28,215.4443,0.011742534884791045
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-29,216.8253,0.006410009454880017
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-30,214.6263,-0.010141805407394844
118989,ICICI Prudential Technology Fund - Direct Growth,2022-05-31,216.6244,0.009309669877363591
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-01,215.0536,-0.007251260707473506
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-02,215.6988,0.0030001822801386524
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-03,214.9999,-0.0032401663801561176
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-04,214.5212,-0.0022265126634942733
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-05,216.5795,0.009594855893030552
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-06,213.9627,-0.012082399303719793
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-07,219.0427,0.023742456044908655
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-08,214.3436,-0.021452894800876643
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-09,212.8921,-0.006771837367665845
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-10,213.923,0.004842359110554195
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-11,215.5085,0.0074115452756364775
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-12,215.3349,-0.0008055366725674418
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-13,215.2727,-0.00028885238760656406
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-14,216.4194,0.005326732093758224
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-15,215.9059,-0.002372707807155927
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-16,219.6018,0.01711810561916094
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-17,221.9015,0.010472136385038855
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-18,224.3144,0.01087374353035031
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-19,221.8035,-0.01119366389317844
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-20,221.6809,-0.0005527415031774119
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-21,220.9703,-0.0032055084583290094
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-22,218.3922,-0.011667178801857081
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-23,219.4234,0.004721780356624405
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-24,218.0955,-0.006051770230522391
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-25,219.898,0.008264728066374571
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-26,217.162,-0.01244213226132107
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-27,221.7286,0.021028540904946436
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-28,219.4324,-0.010355903568596947
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-29,220.0976,0.003031457524048431
118989,ICICI Prudential Technology Fund - Direct Growth,2022-06-30,222.2771,0.009902425105952961
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-01,220.8439,-0.00644780771388509
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-02,223.1914,0.01062968005908238
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-03,219.9886,-0.014350015278366435
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-04,223.91,0.017825469137946248
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-05,224.0376,0.0005698718235005451
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-06,222.5238,-0.006756901520101999
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-07,221.8139,-0.003190220551689271
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-08,224.0558,0.010107121330088065
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-09,222.574,-0.006613531093593639
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-10,220.6616,-0.00859219854969595
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-11,220.1632,-0.00225866213242365
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-12,217.1418,-0.013723456054417826
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-13,221.9725,0.022246753043402956
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-14,220.5526,-0.006396738334703556
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-15,222.8418,0.010379383421460497
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-16,223.4911,0.0029137262398706287
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-17,220.9401,-0.011414324776243823
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-18,221.0127,0.0003285958501875186
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-19,223.1804,0.009808033655984483
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-20,222.7655,-0.0018590342162662088
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-21,226.044,0.014717269954279244
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-22,228.9053,0.01265815504945933
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-23,231.521,0.011426996229445097
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-24,230.3366,-0.005115734641781833
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-25,227.444,-0.012558143169604907
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-26,225.8603,-0.006963032658588442
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-27,226.4825,0.0027548002017174777
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-28,228.0564,0.006949322795359425
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-29,222.2047,-0.02565900364997431
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-30,222.2719,0.00030242384612022555
118989,ICICI Prudential Technology Fund - Direct Growth,2022-07-31,222.7825,0.002297186463966039
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-01,222.1296,-0.00293066107077522
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-02,225.6604,0.0158952251298341
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-03,226.8928,0.005461303799869199
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-04,230.5508,0.016122151077513358
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-05,230.0455,-0.0021917078578778115
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-06,232.7255,0.01164986926499334
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-07,237.3848,0.02002058218802838
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-08,241.2163,0.01614046055181273
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-09,238.1515,-0.012705609032225396
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-10,237.5218,-0.0026441151955792774
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-11,236.633,-0.0037419723158043094
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-12,238.1169,0.006270892056475574
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-13,240.1733,0.008636094288141827
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-14,237.8516,-0.009666769786649931
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-15,238.1404,0.0012142024691026432
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-16,232.4633,-0.02383929816192465
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-17,236.5787,0.017703439639719543
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-18,235.2187,-0.005748615576972815
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-19,235.4705,0.0010704931198071144
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-20,234.6897,-0.0033159143077370334
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-21,238.0111,0.014152304084925849
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-22,230.002,-0.03365011127632278
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-23,230.0482,0.00020086781854078417
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-24,229.8481,-0.0008698177164612186
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-25,228.6888,-0.005043765861018623
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-26,233.5175,0.021114720091233163
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-27,231.1244,-0.010248054214352265
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-28,233.3574,0.009661463696606587
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-29,234.4484,0.004675232068920732
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-30,238.0913,0.01553817385829892
118989,ICICI Prudential Technology Fund - Direct Growth,2022-08-31,236.2803,-0.007606325808628744
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-01,234.2966,-0.00839553699567841
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-02,237.472,0.013552906871034498
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-03,238.779,0.005503806764586949
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-04,234.4477,-0.018139367364801706
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-05,233.0242,-0.006071716634456159
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-06,234.1978,0.00503638677871221
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-07,236.6459,0.01045312979028834
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-08,234.8117,-0.007750820952317383
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-09,226.694,-0.034571105272863334
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-10,228.208,0.0066786064033454995
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-11,224.9574,-0.014244022996564465
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-12,219.6016,-0.023808063215524422
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-13,212.2256,-0.03358809771877802
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-14,214.3835,0.01016795334775833
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-15,214.8001,0.001943246565150769
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-16,214.3044,-0.0023077270448198517
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-17,217.9622,0.017068244982370917
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-18,219.7163,0.008047725706567421
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-19,224.0657,0.019795527232162602
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-20,220.4106,-0.016312626162772847
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-21,220.4074,-1.4518358009918408e-05
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-22,216.2195,-0.019000723206208048
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-23,215.7108,-0.0023527017683419027
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-24,215.1535,-0.0025835516812324766
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-25,216.8574,0.007919462151440682
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-26,217.0627,0.0009467050697831159
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-27,218.7733,0.007880672266584732
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-28,220.7075,0.008841115437761449
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-29,226.5031,0.026259189198373223
118989,ICICI Prudential Technology Fund - Direct Growth,2022-09-30,225.7367,-0.003383618149155443
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-01,223.2779,-0.010892336071183895
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-02,224.0266,0.003353220359023412
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-03,221.9594,-0.009227475665836149
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-04,225.9954,0.01818350563211113
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-05,225.3177,-0.002998733602542325
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-06,223.8786,-0.006386981582006235
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-07,222.7019,-0.0052559735499507765
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-08,224.7109,0.009021027660742975
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-09,224.3754,-0.0014930294881111417
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-10,222.7375,-0.007299819855474343
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-11,227.2778,0.020384084404287517
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-12,225.0337,-0.009873819616346147
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-13,225.2198,0.0008269872467989714
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-14,227.0728,0.008227518184457994
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-15,222.7184,-0.019176228945078422
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-16,224.091,0.00616293938893242
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-17,221.3434,-0.012261090360612403
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-18,223.6173,0.010273177334404249
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-19,221.1236,-0.011151641666364731
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-20,223.0503,0.008713226448918032
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-21,226.0994,0.013670010755421513
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-22,228.5271,0.010737312880971794
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-23,229.3077,0.0034157874492786178
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-24,228.763,-0.002375410856242488
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-25,227.2721,-0.006517225250586844
118989,ICICI Prudential Technology Fund - Direct Growth,2022-10-26,231.3749,0.018052369824540726
