nav_date,open,high,low,close,adj_close,volume,is_duplicate,_source_file,_ingested_at,_schema_valid
2022-01-25,16980.214180617048,17082.29963661274,16946.185695285152,17014.242665948947,17014.242665948947,249166685,False,nifty50.csv,2026-06-12T18:44:30,False
2022-01-26,17002.843305985145,17105.064808826737,16968.769471704614,17036.917140265676,17036.917140265676,282418911,False,nifty50.csv,2026-06-12T18:44:30,False
2022-01-27,16812.004932827473,16913.07911078034,16778.313540176514,16845.696325478428,16845.696325478428,341297117,False,nifty50.csv,2026-06-12T18:44:30,False
2022-01-28,16879.042332493318,16980.5195409051,16845.216596356055,16912.868068630578,16912.868068630578,217066688,False,nifty50.csv,2026-06-12T18:44:30,False
2022-01-29,16781.698704017643,16882.590680194102,16748.06804529216,16815.32936274313,16815.32936274313,239054634,False,nifty50.csv,2026-06-12T18:44:30,False
2022-01-30,16736.543382384847,16837.163883681747,16703.00321528588,16770.083549483814,16770.083549483814,328672678,False,nifty50.csv,2026-06-12T18:44:30,False
2022-01-31,16639.84386230066,16739.883003757375,16606.497481815084,16673.19024278623,16673.19024278623,284642256,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-01,16954.705346791587,17056.637443064883,16920.727981367152,16988.682712216018,16988.682712216018,311919162,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-02,16956.190486623716,17058.131511593398,16922.210144967154,16990.170828280276,16990.170828280276,247357395,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-03,16781.522690224017,16882.413608201314,16747.892384231585,16815.15299621645,16815.15299621645,161103831,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-04,16923.893726093716,17025.640582162418,16889.97810740415,16957.809344783283,16957.809344783283,208321649,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-05,16722.256886930383,16822.791497473052,16688.745350082827,16755.76842377794,16755.76842377794,242886869,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-06,16760.95004545656,16861.717280198784,16727.360967209155,16794.53912370397,16794.53912370397,333425116,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-07,16439.346536703164,16538.180283416812,16406.401954465284,16472.291118941048,16472.291118941048,324222379,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-08,16226.055962993432,16323.607401648704,16193.53881677501,16258.573109211857,16258.573109211857,201982472,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-09,16261.649077539782,16359.414502855652,16229.060602434492,16294.237552645072,16294.237552645072,248388388,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-10,16385.826887810108,16484.33887310756,16352.989559377622,16418.664216242592,16418.664216242592,188819913,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-11,16417.584611362974,16516.287524858144,16384.68364019792,16450.485582528032,16450.485582528032,297836451,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-12,16402.259060574615,16500.869836489896,16369.388801936191,16435.129319213043,16435.129319213043,341252068,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-13,16356.585497142136,16454.921682495697,16323.806768690947,16389.364225593323,16389.364225593323,158527835,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-14,16120.116143885498,16217.03066980064,16087.811301913784,16152.420985857212,16152.420985857212,326852905,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-15,16008.055477529624,16104.29629202379,15975.975206031568,16040.13574902768,16040.13574902768,190216746,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-16,15938.03256402946,16033.852399083748,15906.092619011366,15969.972509047557,15969.972509047557,347812180,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-17,16110.996050548283,16207.855746242962,16078.709485316724,16143.282615779844,16143.282615779844,298502231,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-18,16170.050056566286,16267.264786365282,16137.645146633287,16202.454966499285,16202.454966499285,189384827,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-19,15891.000308416302,15986.537384418803,15859.154616415468,15922.846000417136,15922.846000417136,302652097,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-20,15946.132658775685,16042.001191794374,15914.176481102786,15978.08883644858,15978.08883644858,213065654,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-21,15888.380778811876,15983.902106139403,15856.540336369368,15920.221221254384,15920.221221254384,327646023,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-22,15784.704734982468,15879.60275944128,15753.072060162864,15816.337409802072,15816.337409802072,291301338,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-23,15885.086963437105,15980.588488267387,15853.25312182701,15916.9208050472,15916.9208050472,166411413,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-24,16053.281772135504,16149.794488200449,16021.110866780522,16085.452677490484,16085.452677490484,275283192,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-25,16207.087792548842,16304.525194107253,16174.60865869604,16239.566926401643,16239.566926401643,269247196,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-26,16075.221550742932,16171.866169284473,16043.006677895752,16107.436423590112,16107.436423590112,336359234,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-27,16029.158846690245,16125.5265351473,15997.036283871226,16061.281409509264,16061.281409509264,234365163,False,nifty50.csv,2026-06-12T18:44:30,False
2022-02-28,16085.92536671675,16182.634336857333,16053.689043336555,16118.161690096944,16118.161690096944,310777868,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-01,16247.23439255477,16344.913156437866,16214.674804593738,16279.793980515802,16279.793980515802,151901740,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-02,16173.167205619706,16270.400675793771,16140.756048895017,16205.578362344397,16205.578362344397,263314531,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-03,16146.761396696782,16243.836114512596,16114.403157424846,16179.11963596872,16179.11963596872,317009544,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-04,15972.663185102769,16068.691220283745,15940.65384004244,16004.672530163092,16004.672530163092,273725237,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-05,15786.248402681673,15881.155707707814,15754.612634339624,15817.88417102372,15817.88417102372,248082551,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-06,15918.580756512292,16014.283646832006,15886.679793072388,15950.481719952197,15950.481719952197,341259290,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-07,16139.537246846405,16236.568532899588,16107.193484828676,16171.881008864131,16171.881008864131,224504737,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-08,16131.509206993216,16228.492228277744,16099.181533231706,16163.836880754723,16163.836880754723,342892575,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-09,16297.836108538446,16395.81909115491,16265.175114332958,16330.497102743931,16330.497102743931,204633048,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-10,16360.522497050924,16458.88235174261,16327.735878820358,16393.309115281485,16393.309115281485,197278684,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-11,16258.935483467423,16356.684594590472,16226.352446426406,16291.51852050844,16291.51852050844,339190470,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-12,16321.433008493195,16419.557856239648,16288.724725911045,16354.141291075346,16354.141291075346,194855106,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-13,16578.092273958813,16677.760163381412,16544.86964415128,16611.314903766346,16611.314903766346,224982355,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-14,16575.842822116327,16675.497187780355,16542.62470022832,16609.060944004337,16609.060944004337,271211283,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-15,16840.9830549953,16942.231450115512,16807.233589955227,16874.73252003537,16874.73252003537,168317940,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-16,16409.17279469928,16507.825136150375,16376.288680882246,16442.05690851631,16442.05690851631,290093021,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-17,16548.278581791375,16647.767230579702,16515.115698861933,16581.441464720818,16581.441464720818,336515106,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-18,16566.376295973863,16665.97374865507,16533.177145080128,16599.5754468676,16599.5754468676,207675376,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-19,16520.59205835601,16619.914255099633,16487.48465944147,16553.69945727055,16553.69945727055,179486438,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-20,16539.43909623072,16638.87460181928,16506.2939277012,16572.58426476024,16572.58426476024,212803546,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-21,16217.560731024589,16315.06109614097,16185.060609319127,16250.060852730048,16250.060852730048,259727577,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-22,16185.576319085863,16282.884393148506,16153.14029439832,16218.012343773413,16218.012343773413,341646413,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-23,16247.095976162393,16344.773907882807,16214.53666558892,16279.655286735864,16279.655286735864,311272081,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-24,16492.66418270833,16591.818476391945,16459.612751480458,16525.7156139362,16525.7156139362,154300915,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-25,16411.060821596686,16509.724513910893,16378.172924158614,16443.948719034754,16443.948719034754,198632668,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-26,16282.536852799562,16380.427855922604,16249.906518425214,16315.167187173907,16315.167187173907,156760403,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-27,16204.648852933886,16302.071591528678,16172.174606735622,16237.12309913215,16237.12309913215,198710324,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-28,16357.307697144346,16455.648224381686,16324.527521398566,16390.087872890126,16390.087872890126,347905498,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-29,16414.823942680534,16513.510258969196,16381.928503917648,16447.71938144342,16447.71938144342,324392401,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-30,16331.72910291208,16429.91585102578,16299.000186874182,16364.45801894998,16364.45801894998,285854403,False,nifty50.csv,2026-06-12T18:44:30,False
2022-03-31,16419.42399158647,16518.137963479774,16386.519334288703,16452.32864888424,16452.32864888424,299343168,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-01,16439.029617431777,16537.861458819145,16406.085670302655,16471.9735645609,16471.9735645609,266979456,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-02,16602.733907942158,16702.549943460846,16569.461896102595,16636.00591978172,16636.00591978172,167579065,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-03,16490.25181255449,16589.39160301073,16457.20521573574,16523.298409373234,16523.298409373234,160117273,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-04,16439.96644511846,16538.80391873641,16407.020620579144,16472.912269657776,16472.912269657776,335710444,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-05,16379.275226956235,16477.747823511087,16346.451028104622,16412.099425807854,16412.099425807854,308365075,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-06,16144.900535478986,16241.964065752409,16112.546025387845,16177.255045570126,16177.255045570126,318808051,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-07,16196.38402879558,16293.7570790689,16163.92634537114,16228.84171222002,16228.84171222002,268194006,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-08,16242.335320366868,16339.984630910158,16209.785550185772,16274.885090547965,16274.885090547965,175589001,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-09,16246.78141584676,16344.457456422992,16214.22273565468,16279.340096038835,16279.340096038835,267322042,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-10,16212.321086783844,16309.789951033046,16179.831465367442,16244.810708200244,16244.810708200244,293249098,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-11,15988.030837131297,16084.151263005831,15955.99069517312,16020.070979089476,16020.070979089476,157611432,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-12,15924.462984494105,16020.201238909902,15892.550233022172,15956.375735966038,15956.375735966038,317202920,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-13,15873.513413494473,15968.94535786418,15841.702765371238,15905.324061617708,15905.324061617708,326928644,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-14,15750.178324866,15844.868775716895,15718.614841249037,15781.741808482966,15781.741808482966,304699641,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-15,15728.296158885463,15822.855053628264,15696.776527304532,15759.8157904664,15759.8157904664,230831680,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-16,15795.490135088568,15890.453001632184,15763.835846240694,15827.14442393644,15827.14442393644,249548437,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-17,16099.83279892818,16196.625380885662,16067.568604942351,16132.096992914006,16132.096992914006,289495148,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-18,16131.553970206063,16228.537260608104,16099.226206738716,16163.88173367341,16163.88173367341,310589736,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-19,16176.754344295485,16274.009380433532,16144.335998916134,16209.172689674831,16209.172689674831,205659228,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-20,16168.31396047053,16265.518252818048,16135.912529688025,16200.715391253036,16200.715391253036,232129604,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-21,15864.568863732344,15959.94703325378,15832.776140558532,15896.361586906156,15896.361586906156,285978239,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-22,15863.893431550252,15959.267540357168,15832.102061947946,15895.684801152556,15895.684801152556,153541815,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-23,15876.984401410651,15972.43721344318,15845.166797399808,15908.802005421494,15908.802005421494,225543474,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-24,16276.551644976087,16374.406664885762,16243.933305006194,16309.169984945978,16309.169984945978,221719010,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-25,16248.888006017163,16346.57671146416,16216.325104201496,16281.450907832828,16281.450907832828,209435595,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-26,16301.587772468652,16399.593310178883,16268.919259898574,16334.25628503873,16334.25628503873,187693721,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-27,16299.557458999974,16397.550790416808,16266.893015194364,16332.221902805586,16332.221902805586,266649842,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-28,16113.762818527808,16210.639148098116,16081.47070867104,16146.054928384578,16146.054928384578,289569554,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-29,16302.598811402097,16400.610427502706,16269.928272701887,16335.2693501023,16335.2693501023,230807020,False,nifty50.csv,2026-06-12T18:44:30,False
2022-04-30,16429.301618722933,16528.07497514812,16396.377166581202,16462.22607086466,16462.22607086466,324162619,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-01,16563.464021291,16663.04396530678,16530.270706619078,16596.65733596293,16596.65733596293,232009390,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-02,16417.174221663172,16515.874667885597,16384.274072922366,16450.07437040398,16450.07437040398,273512822,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-03,16652.80218393291,16752.9192311309,16619.42983486691,16686.174532998906,16686.174532998906,188467910,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-04,16424.63848260651,16523.383804145225,16391.72337542694,16457.553589786083,16457.553589786083,293235225,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-05,16524.988467227693,16624.337095287177,16491.87225787453,16558.104676580853,16558.104676580853,225412007,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-06,16894.714255504812,16996.28568389462,16860.857112708207,16928.571398301414,16928.571398301414,261419012,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-07,16731.915557051827,16832.50823575154,16698.384664151923,16765.44644995173,16765.44644995173,340902676,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-08,16641.13417193972,16741.18107076902,16607.785205663287,16674.483138216154,16674.483138216154,206299981,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-09,16661.433360072006,16761.60229810851,16628.043714059837,16694.823006084174,16694.823006084174,280418819,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-10,16581.447924522618,16681.135988197104,16548.218569964458,16614.67727908078,16614.67727908078,195787926,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-11,16329.942798564163,16428.11880737317,16297.2174622945,16362.668134833832,16362.668134833832,316798185,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-12,16344.7802702236,16443.045482269034,16312.02519954179,16377.535340905411,16377.535340905411,209646035,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-13,16175.667754733551,16272.916258269026,16143.251586888397,16208.083922578711,16208.083922578711,341150833,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-14,16256.07377876514,16353.805685250703,16223.496476603286,16288.651080926997,16288.651080926997,223788019,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-15,16110.881778793437,16207.740787483575,16078.59544256339,16143.168115023484,16143.168115023484,222846444,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-16,16366.177170638295,16464.571021363576,16333.379220396537,16398.975120880055,16398.975120880055,272966236,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-17,16242.103750294427,16339.75166863287,16209.554444181613,16274.653056407242,16274.653056407242,172802311,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-18,16193.48199714018,16290.8376003294,16161.03012941044,16225.93386486992,16225.93386486992,346257135,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-19,16329.389980978329,16427.562666234713,16296.665752559536,16362.114209397125,16362.114209397125,231882258,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-20,16133.21951795325,16230.2128216684,16100.888416714868,16165.550619191634,16165.550619191634,284443119,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-21,16173.557129492669,16270.792943898434,16141.145191357413,16205.969067627922,16205.969067627922,332665830,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-22,16390.003776556914,16488.540873409962,16357.158077605898,16422.84947550793,16422.84947550793,290916269,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-23,16132.23354112645,16229.220917125209,16099.904415793531,16164.56266645937,16164.56266645937,234077467,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-24,16165.644093747816,16262.83233479239,16133.24801339962,16198.040174096006,16198.040174096006,197427053,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-25,16211.318096801246,16308.780931050553,16178.830485384811,16243.805708217682,16243.805708217682,187187064,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-26,16342.195401929286,16440.445073684372,16309.445511344256,16374.945292514314,16374.945292514314,177949891,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-27,16144.888431571486,16241.951889075925,16112.533945736674,16177.242917406298,16177.242917406298,344312057,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-28,15936.65003912728,16032.461562408604,15904.712864700172,15968.587213554389,15968.587213554389,164106894,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-29,16023.613359562987,16119.947708418078,15991.501909944627,16055.724809181353,16055.724809181353,169312610,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-30,16074.84903734513,16171.491416327164,16042.634911017783,16107.063163672474,16107.063163672474,179723044,False,nifty50.csv,2026-06-12T18:44:30,False
2022-05-31,16118.752897419006,16215.65922746361,16086.450787404136,16151.055007433872,16151.055007433872,246647040,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-01,16178.293162014164,16275.557449561344,16145.871732831773,16210.714591196558,16210.714591196558,297798722,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-02,16072.226676209566,16168.85328949339,16040.017805114958,16104.435547304174,16104.435547304174,289814254,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-03,16113.184197671731,16210.057048559538,16080.893247375796,16145.475147967669,16145.475147967669,211189402,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-04,16164.073895923397,16261.252696900892,16131.68096226423,16196.46682958256,16196.46682958256,250184103,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-05,16052.589363542778,16149.097916830611,16020.419845780169,16084.75888130539,16084.75888130539,234572348,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-06,16358.54638903084,16456.894363313593,16325.763730936593,16391.32904712509,16391.32904712509,318574115,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-07,16439.901002660474,16538.73808283679,16406.95530926837,16472.84669605258,16472.84669605258,176276833,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-08,16248.829832348478,16346.51818805398,16216.267047113311,16281.392617583646,16281.392617583646,252676444,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-09,16359.503706339903,16457.85743603734,16326.719129774094,16392.288282905716,16392.288282905716,240721815,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-10,16204.431288769025,16301.852719362823,16171.95747857109,16236.905098966958,16236.905098966958,322239383,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-11,16336.11253512101,16434.325636534566,16303.374834649829,16368.850235592196,16368.850235592196,277348713,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-12,16530.161285655777,16629.541012824047,16497.034709933017,16563.287861378532,16563.287861378532,202775939,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-13,16398.705662770026,16497.295075572252,16365.842525169286,16431.56880037077,16431.56880037077,264224962,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-14,16561.135790203978,16660.70173683847,16527.947141325814,16594.324439082142,16594.324439082142,217256609,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-15,16633.33983886612,16733.339877977538,16600.006492495646,16666.673185236592,16666.673185236592,153792824,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-16,16774.372407149516,16875.22033745302,16740.756430381683,16807.988383917353,16807.988383917353,260782896,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-17,17099.389524640123,17202.191465670025,17065.12221096349,17133.656838316758,17133.656838316758,317909846,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-18,17061.277881066588,17163.850693978813,17027.08694342918,17095.468818703997,17095.468818703997,345005620,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-19,16936.93340000639,17038.758650908232,16902.99164970578,16970.875150307005,16970.875150307005,289468023,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-20,16790.68157467722,16891.627556088104,16757.032914206924,16824.330235147514,16824.330235147514,321924083,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-21,16657.96573371473,16758.113824298183,16624.583036853575,16691.34843057588,16691.34843057588,311366596,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-22,16648.832108523944,16748.925287533108,16615.467715520892,16682.196501527,16682.196501527,222258398,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-23,16709.445411637484,16809.9029992826,16675.95954908911,16742.931274185856,16742.931274185856,162312829,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-24,16759.47255349399,16860.230905519,16725.88643615232,16793.05867083566,16793.05867083566,216772797,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-25,16902.44049443276,17004.058373156804,16868.567868191414,16936.31312067411,16936.31312067411,287532072,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-26,16908.401039453627,17010.054753117678,16874.51646823228,16942.28561067498,16942.28561067498,150049976,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-27,17159.78397439902,17262.949008313244,17125.395629760944,17194.172319037094,17194.172319037094,269963132,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-28,17118.23893896126,17221.154203123355,17083.933850907233,17152.544027015294,17152.544027015294,328523896,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-29,17594.19035943694,17699.967054984656,17558.931460921034,17629.449257952845,17629.449257952845,246680501,False,nifty50.csv,2026-06-12T18:44:30,False
2022-06-30,17708.557384173233,17815.02165702397,17673.069293222987,17744.04547512348,17744.04547512348,303022264,False,nifty50.csv,2026-06-12T18:44:30,False
2022-07-01,17561.3238978118,17666.90299940185,17526.13086394845,17596.51693167515,17596.51693167515,302807049,False,nifty50.csv,2026-06-12T18:44:30,False
2022-07-02,17378.131686556768,17482.60943216733,17343.305771353247,17412.95760176029,17412.95760176029,206093351,False,nifty50.csv,2026-06-12T18:44:30,False
